piece_name,H1,H4,GS
generated_0.mid,1.4759727060288839,2.167821688626343,0.8605090725806451
generated_1.mid,1.927008877438394,2.534919013042195,0.9254032258064516
generated_10.mid,1.8490342029519335,2.463195839779828,0.5989163306451613
generated_11.mid,1.878561704277908,2.5097290006339987,0.8862147177419355
generated_12.mid,1.9157020333927441,2.627060710969645,0.6927923387096774
generated_13.mid,2.0651282919876772,2.36097292784449,0.883820564516129
generated_14.mid,2.005651800292859,2.6577512990766796,0.774445564516129
generated_15.mid,2.0224994563446965,2.5072985954352687,0.9812247983870968
generated_16.mid,2.014188699247096,2.5874701008110694,0.7085433467741935
generated_17.mid,1.7720633567266284,1.9919944876648852,0.8947832661290323
generated_18.mid,2.027387447048205,2.538485942215838,0.8359375
generated_19.mid,1.737001239920635,2.379498801148681,0.7651209677419355
generated_2.mid,1.6102861873742202,2.2816876592103355,0.9490927419354839
generated_3.mid,2.311246174086853,2.6470918613221386,0.9177167338709677
generated_4.mid,2.185408026568833,2.6483020888394164,0.7977570564516129
generated_5.mid,2.292270096983173,2.6129402961829706,0.9226310483870968
generated_6.mid,1.8022607392456562,2.397199024545037,0.9729082661290323
generated_7.mid,1.4466769101380923,2.057640682486308,0.8629032258064516
generated_8.mid,1.7023800131714544,2.3788609900381545,0.9196068548387096
generated_9.mid,2.0236120011430945,2.5526890934578823,0.8118699596774194
