piece_name,H1,H4,GS
generated_0.mid,1.8827127806869899,2.364610049394591,0.7484879032258065
generated_1.mid,2.1883393527567243,2.575904346403543,0.9770665322580645
generated_10.mid,2.2684887099620257,2.65914013272978,0.7831401209677419
generated_11.mid,2.2427938012391166,2.6999824581635483,0.8295110887096774
generated_12.mid,1.7845396874905868,2.558328750286715,0.9324596774193549
generated_13.mid,1.8662854678033027,2.2856999600653096,0.856476814516129
generated_14.mid,1.8125299688462064,2.2756716983705783,0.9136844758064516
generated_15.mid,1.9603322724618928,2.3981668393923834,0.8538306451612904
generated_16.mid,1.7415425430972484,2.2883241900624336,0.8390877016129032
generated_17.mid,1.7237366998485504,2.420479682031041,0.9673639112903226
generated_18.mid,1.7154597772998268,2.4127011628611523,0.954133064516129
generated_19.mid,2.140241655691991,2.588970388551197,0.6460433467741935
generated_2.mid,2.0784382195486497,2.5611663818251302,0.9065020161290323
generated_3.mid,1.929333600378112,2.4488882478912397,0.9846270161290323
generated_4.mid,1.7023790726259893,2.4388859719120846,0.9666078629032258
generated_5.mid,1.807577234188325,2.534317551802991,0.8169102822580645
generated_6.mid,1.898220346650001,2.461590458076534,0.8674395161290323
generated_7.mid,1.7639656027741237,2.4036837701919183,0.8209425403225806
generated_8.mid,1.9964634466875106,2.4107131880535175,0.8578629032258065
generated_9.mid,1.704641537047244,2.3170955513352207,0.7740675403225806
