piece_name,H1,H4,GS
generated_32bars_0.mid,1.5012019371526777,2.278295689267397,0.8882389162561576
generated_32bars_1.mid,2.2111986753777892,2.57977730846545,0.7166666666666667
generated_32bars_10.mid,1.6561021506443556,2.1665590789671123,0.8467741935483871
generated_32bars_11.mid,1.9409182136850294,2.5929809270426567,0.8475806451612903
generated_32bars_12.mid,1.8735690985697933,2.4608618887042764,0.9166666666666666
generated_32bars_13.mid,1.9168516065662242,2.297420530108623,0.785483870967742
generated_32bars_14.mid,2.1208479296874625,2.596261124451247,0.7210591133004927
generated_32bars_15.mid,1.6357901994325763,2.225443993860688,0.9688172043010753
generated_32bars_16.mid,1.783708441770406,2.322265554621882,0.9761494252873564
generated_32bars_17.mid,1.7256966770302233,2.5017502017869555,0.8338709677419355
generated_32bars_18.mid,1.7208682958482269,1.8960323914546995,0.7513440860215054
generated_32bars_19.mid,2.1238256661465806,2.48243278101262,0.8274193548387097
generated_32bars_2.mid,2.037027770924027,2.3698644775313467,0.6975806451612904
generated_32bars_3.mid,2.0832884376723206,2.64532268547583,0.5560344827586207
generated_32bars_4.mid,2.183365287040789,2.7286335663936407,0.5868279569892473
generated_32bars_5.mid,1.5305102591945352,2.3482781862796047,0.9096264367816091
generated_32bars_6.mid,1.8453476730891318,2.3028002115747346,0.5473118279569893
generated_32bars_7.mid,2.1172163298635613,2.4757407821604005,0.639247311827957
generated_32bars_8.mid,1.9798534778574957,2.4805328759147875,0.8838709677419355
generated_32bars_9.mid,1.823408853615895,2.542711618265742,0.8983870967741936
