piece_name,H1,H4,GS
generated_32bars_0.mid,1.6154989557849244,2.0216055886786153,0.7897167487684729
generated_32bars_1.mid,1.6181195165567632,2.109068703403564,0.725
generated_32bars_10.mid,1.7146319762646587,2.0476067537308085,0.742741935483871
generated_32bars_11.mid,1.7312446202800245,2.235717076331241,0.6685344827586207
generated_32bars_12.mid,1.1374621328481027,1.4752346652514288,0.7830645161290323
generated_32bars_13.mid,1.6259974212077175,2.2970896435295014,0.7528735632183908
generated_32bars_14.mid,1.4728711191316168,2.014411966435694,0.8099137931034482
generated_32bars_15.mid,1.3050381404173437,2.0129600596279067,0.8731527093596059
generated_32bars_16.mid,0.9347935063772377,1.3270647481931537,0.8037367724867724
generated_32bars_17.mid,1.6898770710568034,1.8171103370283173,0.8479064039408867
generated_32bars_18.mid,1.7604855167765308,2.517243332413394,0.6859605911330049
generated_32bars_19.mid,1.5712185857088756,2.1581084414208194,0.6026881720430107
generated_32bars_2.mid,1.7432300605880693,2.2149563516303745,0.7373655913978494
generated_32bars_3.mid,1.7036964749750196,2.337826035089168,0.8260057471264368
generated_32bars_4.mid,1.484949619412562,1.7337834820451545,0.5755747126436782
generated_32bars_5.mid,1.2864821133306295,2.0694170345773726,0.7062807881773399
generated_32bars_6.mid,1.223023399029319,1.5341644228710272,0.6483870967741936
generated_32bars_7.mid,1.3099001365798055,1.493254667829058,0.6376344086021506
generated_32bars_8.mid,1.7315882352668834,2.116293779608521,0.6123655913978494
generated_32bars_9.mid,1.465934468861796,1.747560552492579,0.7559139784946236
