piece_name,H1,H4,GS
generated_0.mid,1.9417347806802066,2.347391702438524,0.9105342741935484
generated_1.mid,1.7277885407862694,2.3811411608933666,0.9039818548387096
generated_10.mid,1.8852186083510254,2.3841308247352266,0.8521925403225806
generated_11.mid,2.259388792728031,2.6073990538949845,0.70703125
generated_12.mid,1.620645134297441,2.3501566485502594,0.9514868951612904
generated_13.mid,1.4894491943378072,2.0035928166538275,0.9024697580645161
generated_14.mid,2.171967140704955,2.424490550602684,0.6651965725806451
generated_15.mid,1.7677125022968534,2.233379295405673,0.9768145161290323
generated_16.mid,1.8338975696028244,2.1560989100185854,0.9240171370967742
generated_17.mid,1.7557509384723673,2.361127825509071,0.9734122983870968
generated_18.mid,1.3410844313730754,2.1805225666600303,0.8503024193548387
generated_19.mid,2.275637257078321,2.733608977311646,0.8004032258064516
generated_2.mid,1.8359355057069457,2.56352793652761,0.7481098790322581
generated_3.mid,1.685150098144753,2.3145440190594466,0.984375
generated_4.mid,1.4384660719786404,2.2323886120516545,0.9343497983870968
generated_5.mid,2.1579880685752997,2.6635580993072803,0.8859627016129032
generated_6.mid,1.844113786607172,2.5648573912291415,0.8211945564516129
generated_7.mid,2.3898686947365024,2.7083922795686957,0.7161038306451613
generated_8.mid,1.7748306257880546,2.4149272171573375,0.7932207661290323
generated_9.mid,2.2187950678671022,2.7126464924138407,0.7704133064516129
