piece_name,H1,H4,GS
generated_0.mid,1.5511735901064023,2.7241083567478044,0.9018817204301075
generated_1.mid,1.6845939474601712,2.4215709755455284,0.9396421370967742
generated_10.mid,1.892616800722436,2.289188719661566,0.984375
generated_11.mid,0.4281001708511127,0.852831395131459,0.8967993951612904
generated_12.mid,1.978167819000903,2.393113123209438,0.9014616935483871
generated_13.mid,1.3418846931318842,1.893074718593875,0.8404737903225806
generated_14.mid,1.9248015912216303,2.415110740225703,0.8515625
generated_15.mid,1.7604710426477241,2.298091109281002,0.7550403225806451
generated_16.mid,1.7741677033926437,2.456226779434069,0.8995715725806451
generated_17.mid,1.9077578792313865,2.4188058224220694,0.9412802419354839
generated_18.mid,2.126067437473877,2.4946301231232098,0.7941028225806451
generated_19.mid,1.9799272903791274,2.4490245417073586,0.8122479838709677
generated_2.mid,1.6576746140166314,2.4224455893237216,0.9080141129032258
generated_3.mid,1.8338190633461324,2.48771036005985,0.984375
generated_4.mid,1.9434021152158087,2.600951671859505,0.9921875
generated_5.mid,1.5232302384466823,2.523232987808618,0.8412298387096774
generated_6.mid,2.020542938157031,2.366083843616334,0.8404737903225806
generated_7.mid,1.8577945775346807,2.5215257268938878,0.8224546370967742
generated_8.mid,1.8781465710680236,2.465730828043642,0.9627016129032258
generated_9.mid,2.285784561519236,2.5856258695229797,0.6001764112903226
