piece_name,H1,H4,GS
generated_0.mid,1.7143856324678115,2.4542410076499745,0.8431199596774194
generated_1.mid,1.7184364943149726,2.3407917173382087,0.9807207661290323
generated_10.mid,2.3323683663550874,2.6946319728666044,0.6800655241935484
generated_11.mid,2.4098570909483956,2.6361836892352852,0.6386088709677419
generated_12.mid,2.037059990994705,2.6068584148026477,0.9546370967741935
generated_13.mid,1.89642399251515,2.3763933967683957,0.8404737903225806
generated_14.mid,1.4910529983516176,1.7328035526376535,0.8625252016129032
generated_15.mid,1.512731049391127,2.2326867732871074,0.9741683467741935
generated_16.mid,1.9333376885609497,2.417869468979911,0.8523185483870968
generated_17.mid,2.395902436675984,2.6850044241453728,0.7265625
generated_18.mid,2.026626460499357,2.352383905545082,0.8390877016129032
generated_19.mid,1.8934788511953191,2.7869517317036827,0.94140625
generated_2.mid,2.188704750626914,2.4103226002173423,0.7116935483870968
generated_3.mid,1.6511667723334211,2.3997134306118344,0.984375
generated_4.mid,2.077257864779535,2.4927157054308076,0.872101814516129
generated_5.mid,2.015013016851931,2.4470186796142754,0.8514364919354839
generated_6.mid,1.863244693393752,2.3587138968923593,0.8584929435483871
generated_7.mid,1.8647063797744678,2.3756651824269395,0.87109375
generated_8.mid,2.151752930625145,2.376527204916213,0.68359375
generated_9.mid,0.884169130098823,1.2895664533233193,0.8503024193548387
